Category,Headline,Summary,Date
sports,IPL schedule announced: Eden Gardens to host final after decade and other talking points,IPL 2025 will start from Kolkata on 22nd March and return to Eden Gardens after 64 days on 25th May for the final. Here are all the talking points from the IPL schedule announcement.,"FEBRUARY 17, 2025 09:42 IST"
sports,Aakash Chopra on Pakistan Cricket: ‘Their graph goes up and down… like their country’,Pakistan are the hosts for the upcoming ICC Champions Trophy 2025- A silveware which they did manage to bag in 2017,"FEBRUARY 16, 2025 21:42 IST"
sports,"Why Gujarat left-arm spinner Siddharth Desai stands out: Heaps of wickets, unorthodox run-up and high-jump-inspired action","In sinister wicket-taking mood, he is Gujarat’s trump card against Kerala in Ranji semifinal","FEBRUARY 17, 2025 08:11 IST"
sports,"ICC Champions Trophy: Ending near-3-decade wait, Pakistan full of excitement to host major ICC event","Though India's refusal to come has disappointed many, the tournament is the first many in the country will watch in their own backyard","FEBRUARY 17, 2025 08:14 IST"
sports,Express Exclusive: PCB chairman Mohsin Naqvi: ‘Champions Trophy is an opportunity to show Pakistan’s ability to host top-tier international cricket’,"From refurbishing stadiums to bolstering security, he gives an overview of the the first ICC event the country is hosting since the Lahore terror strikes","FEBRUARY 17, 2025 08:14 IST"
sports,"KKR IPL 2025 Full Schedule: Kolkata Knight Riders fixtures, match list, dates, timings, venues","KKR IPL 2025 Full Schedule, Fixtures, Match List, Dates, Venue: Defending champions Kolkata Knight Riders (KKR) will start their Indian Premier League (IPL) 2025 campaign at Eden Gardens on March 22. Check here the Kolkata Knight Riders full schedule, matches list, dates, venue ahead of the Indian Premier League 2025.","FEBRUARY 18, 2025 10:23 IST"
sports,"MI IPL 2025 Full Schedule: Mumbai Indians fixtures list, match dates, timings, venues","MI IPL 2025 Full Schedule, Fixtures, Match List, Dates, Venue: Mumbai Indians will start their IPL 2025 season against the Chennai Super Kings on March 23.Check here the Mumbai Indians full schedule, matches list, dates, venue ahead of the Indian Premier League 2025.","FEBRUARY 18, 2025 10:23 IST"
sports,"RCB IPL 2025 Full Schedule: Royal Challengers Bengaluru fixtures, match list, dates, timings, venues","RCB IPL 2025 Full Schedule, Fixtures, Match List, Dates, Venue: Royal Challengers Bengaluru will start Indian Premier League 2025 at the Eden Gardens on March 22 against the defending champions Kolkata Knight Riders (KKR). Check here the Royal Challengers Bengaluru full schedule, matches list, dates, venue ahead of the IPL 2025.","FEBRUARY 18, 2025 10:23 IST"
sports,"CSK IPL 2025 Full Schedule: Chennai Super Kings fixtures, match list, dates, timings, venues","CSK IPL 2025 Full Schedule, Fixtures, Match List, Dates, Venue: Chennai Super Kings are going to start their Indian Premier League (IPL) 2025 campaign at home against Mumbai Indians on March 23. Check here the Chennai Super Kings full schedule, matches list, dates, venue ahead of the Indian Premier League 2025.","FEBRUARY 18, 2025 10:23 IST"
sports,IPL 2025 Schedule highlights: Royal Challengers Bengaluru to play Kolkata Knight Riders in opener,"IPL 2025 Matches Schedule and Fixtures highlights: The Indian Premier League schedule for the 2025 season is about to announced at 5:30 PM IST on Sunday, the playoffs will be played in Hyderabad and Kolkata","FEBRUARY 16, 2025 19:43 IST"
sports,IPL 2025: When and where to watch Indian Premier League Schedule 2025 announcement?,IPL 2025: The Indian Express gives all the livestreaming details of 2025 Indian Premier League,"FEBRUARY 17, 2025 16:14 IST"
sports,Winning Champions Trophy or beating India? Pakistan player has his say,Pakistan vice-captain Salman Ali Agha made it clear that winning one game wouldn’t matter if Pakistan wouldn’t be able to lift the trophy.,"FEBRUARY 16, 2025 13:51 IST"
sports,K Srikkanth compares Rajat Patidar’s RCB captaincy with MS Dhoni’s appointment in 2007 as India captain,Former Indian cricketer K Srikkanth backed the decision of IPL franchise Royal Challengers Bengaluru to appoint Rajat Patidar as the captain for the upcoming season.,"FEBRUARY 16, 2025 13:43 IST"
sports,IPL 2025: Mujeeb-ur-Rahman replaces Allah Ghazanfar in Mumbai Indians,Teenager Allah Ghazanfar has been ruled out of IPL 2025 due to an injury.,"FEBRUARY 16, 2025 13:01 IST"
sports,Yashasvi Jaiswal ruled out of Ranji Trophy semifinal with ankle injury,Mumbai will take on Vidarbha in the Ranji Trophy semifinal to be played at the Vidarbha Cricket Association (VCA) Stadium in Nagpur from Monday.,"FEBRUARY 16, 2025 12:54 IST"
sports,Champions Trophy 2025: Mohammad Amir raises doubts over Haris Rauf availability for Pakistan,Haris Rauf had sustained strain to his muscle in the lower chest during the first ODI between Pakistan and New Zealand in the Tri-nation ODI series,"FEBRUARY 16, 2025 12:09 IST"
sports,"Champions Trophy 2025: I’d love to see the Blackcaps lifting the trophy, says Tim Southee",New Zealand will start their Champions Trophy campaign against defending champions and hosts Pakistan on Wednesday in Karachi.,"FEBRUARY 16, 2025 11:58 IST"
sports,India vs Pakistan: Rashid Latif says 1996 World Cup quarterfinal loss at Bengaluru was painful,"Rashid Latif also took a sly dig on then Pakistan captain Wasim Akram, who didn't played the crucial match because of a side-strain injury.","FEBRUARY 16, 2025 11:13 IST"
sports,Rashid Khan is a bigger cricketer than Wasim Akram: Rashid Latif,"Afghanistan will begin their Champions Trophy campaign against South Africa on February 21 in Karachi, followed by matches against England and Australia.","FEBRUARY 16, 2025 10:28 IST"
sports,Babar Azam’s strength is at No. 3 in the ODIs: Mohammad Amir,"Mohammad Amir says Babar Azam should have batted at No 3 in the ODIs, where he knows how to construct an innings.","FEBRUARY 16, 2025 09:14 IST"
sports,"Satwik-Chirag can’t win you a team title, when other 4 matches hang in balance","Chirag Shetty and Satwiksairaj Rankireddy have won everything save the Olympics. A Thomas Cup and Asiad gold, an Indonesia Open are seriously top tier titles, and in an ideal world they wouldn't be risked at any events except All England, Sudirman Cup and World Championship this 2025 year.","FEBRUARY 16, 2025 17:01 IST"
sports,How a former German world champion and Olympic medallist is using AI to teach Indians shot put – in Hindi,"In a minute-and-a-half-long Instagram reel, Storl was seen sitting at an indoor athletics arena, his lips-syncing to every word uttered in an “unrecognisable language”, with captions in a “foreign” text and India’s flag next to it.","FEBRUARY 16, 2025 10:29 IST"
sports,WPL controversy: Run outs or not – what does rule say? LED stumps lead to confusion in DC’s win against MI,What does the rule book say? A look at the playing conditions relevant to the three run out decisions that led to drama in DC's run-chase against MI.,"FEBRUARY 16, 2025 00:43 IST"
sports,WPL 2025: Matter of frames as Delhi Capitals prevail in dramatic finish against Mumbai Indians,"On a dramatic night in the WPL, Delhi Capitals beat Mumbai Indians in a thriller that was decided by the smallest of margins, with the TV umpire's decisions on run-out appeals causing plenty of drama in the closing stages.","FEBRUARY 16, 2025 00:14 IST"
sports,FIH Pro League hockey: Vaishnavi shines as Indian women start with thrilling win; Harmanpreet and Co lose vs Spain,"Harendra Singh's India emerged 3-2 winners in a thriller against England, while Craig Fulton's Olympic medallists began their campaign with a 1-3 defeat against Spain.","FEBRUARY 16, 2025 22:11 IST"
sports,"What’s the chances of Australia, South Africa, New Zealand in Champions Trophy two years after being semifinalists in ODI World Cup?","The three teams were the semi-finalists of the 2023 ODI world cup, apart from India. South Africa have a hitmen-brigade of batsmen and diverse bowlers, New Zealand have a devilish mix of part-timers suited to conditions, but Australia will find it tough to even reach the semi-finals.","FEBRUARY 16, 2025 09:39 IST"
sports,"Jaspal Rana, Deepali Deshpande return to national coaching setup","Jaspal Rana (Pistol) and Deepali Deshpande (Rifle) returned to the national shooting coaching setup, NRAI announced on Saturday.","FEBRUARY 15, 2025 21:20 IST"
sports,Devajit Saikia on Jasprit Bumrah’s absence in Champions Trophy: ‘Don’t think it will have any major issue with the team combination’,Bumrah has had back issues earlier and missed nearly 11 months of cricket — from September 2022 to August 2023 — after undergoing surgery,"FEBRUARY 15, 2025 21:02 IST"
sports,"Women’s Premier League: Shreyanka Patil ruled out of WPL 2025, as RCB suffer another massive blow","Shreyanka, who has been one of the breakout stars from the WPL, was 2024's leading wicket-taker. RCB have brought in Sneh Rana as her replacement.","FEBRUARY 15, 2025 20:18 IST"
sports,Indians who breached the Asian Athletics Championships qualification mark at National Games,The Athletics Federation of India (AFI) will later select the squad based on athletes breaching the qualification mark,"FEBRUARY 16, 2025 08:01 IST"
sports,"Yashaswini Ghorpade, a rare table tennis player who attacks with pimples, ready to take on Asia","Just when she was trying to move on from the disappointment, Yashaswini was included in India’s Asia Cup squad.","FEBRUARY 16, 2025 08:01 IST"
sports,"Despite frontline seam-attack missing, Steven Smith optimistic with options for Champions Trophy 2025: ‘It’s about me communicating with them…’","The side will now have to contend with an inexperienced quarter of seam bowlers in Sean Abbott, Spencer Johnson, Ben Dwarshuis, and Nathan Ellis","FEBRUARY 15, 2025 19:20 IST"
sports,Who’s saying what about Jannik Sinner’s 3-month suspension: ‘I don’t believe in a clean sport anymore…’,"Here are some player reactions, with three-time Grand Slam winner Stan Wawrinka coming out with a strong statement and Nick Kyrgios calling it a sad day for tennis.","FEBRUARY 15, 2025 21:56 IST"
sports,‘Who would do 100 points now in modern football?’: Manchester City coach Pep Guardiola takes dig at Liverpool,"In recent weeks, City lost 5-1 to Arsenal and then in the Champions League 1st leg playoff, they were defeated by Real Madrid 2-3.","FEBRUARY 15, 2025 18:43 IST"
sports,ICC Champions Trophy 2025: Aakash Chopra says India ‘have an issue with bowling’ and suggests side to chase in all games,"While all the games are scheduled in Pakistan, India's games are scheduled to be played in Dubai. In the past teams bowling second have had severe issues with the dew factor at this venue","FEBRUARY 15, 2025 18:06 IST"
sports,"GG vs UPW, WPL 2025: When and where to watch Gujarat Giants vs UP Warriorz match","Gujarat Giants will hope their bowlers complement the batters and fielding shows overall improvement after a crushing defeat in the Women's Premier League season opener, when they take on the UP Warriorz on Sunday.","FEBRUARY 15, 2025 17:23 IST"
sports,"‘Probably since I arrived, that is the worst performance’: Chelsea coach Enzo Maresca after his side lose 3-0 to Brighton","Chelsea are currently 4th with 43 points but Manchester City, Newcastle and Bournemouth, who have one game in hand, are snapping at their heels.","FEBRUARY 15, 2025 17:14 IST"
sports,Sad day for tennis: Nick Kyrgios’ pointed reaction to Jannik Sinner’s 3-month doping ban,Sinner had tested positive for anabolic agent Clostebol which he said had entered his system from a member of his support team through massages and sports therapy.,"FEBRUARY 15, 2025 16:54 IST"
sports,"Meet Kerala’s cricket stars, Azharuddeen from Thalangara, Kunnummal from Koyilandy, Baby from Adimali","Kerala Ranji Trophy team comprises players from smaller towns too, good news is that game is flourishing away from traditional cricketing nurseries too","FEBRUARY 16, 2025 07:56 IST"
sports,"World No. 1 Jannik Sinner accepts three-month ban for positive dope test, eligible for French Open return",Jannik Sinner has accepted a three-month ban for doping having tested positive for a banned substance last year following a settlement with the World Anti-Doping Agency (WADA).,"FEBRUARY 15, 2025 15:38 IST"
sports,Usain Bolt’s lawyer accuses Jamaican govt of negligence in sprint legend’s $6m loss,"Linton Gordon, refuted any suggestion of negligence on Bolt's part and instead blamed the Jamaican government for not safeguarding investors against the widespread financial fraud that has shaken the country.","FEBRUARY 15, 2025 13:52 IST"
